variable,coef,se,z,p_value,ci_lower,ci_upper,model,outcome,n_obs,r2,sig
const,0.1727559379064009,0.03209103986616035,5.383307572048176,7.312942042808417e-08,0.10985865554228755,0.23565322027051425,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,***
delta_forecast_1_wind_z,0.005450362690271883,0.006378008884561531,0.8545555186454682,0.3927972616014235,-0.007050305016545201,0.017951030397088966,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
delta_wind_kt_z,0.0005816376213435662,0.0072767611580435735,0.07993083855729367,0.9362922626686168,-0.013680552172521815,0.014843827415208947,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
delta_fc_lag1_z,-0.010968545023022757,0.006729889164244069,-1.629825507572797,0.10313838114054646,-0.024158885404887497,0.0022217953588419825,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
delta_wind_lag1_z,0.017629571330361353,0.00722003125523229,2.441758311999739,0.014615927894747999,0.003478570102852546,0.03178057255787016,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,*
new_hurricane_warning,0.04240058186068069,0.024864939739897732,1.705235657283563,0.08815048228010829,-0.0063338045072776,0.09113496822863898,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,.
warning_lag1,-0.03684835366660477,0.019549125623842825,-1.884910577364298,0.05944191181533621,-0.07516393581858583,0.0014672284853762818,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,.
new_hurricane_watch,0.004675393830750557,0.013150006822513419,0.3555430726276177,0.7221827826475522,-0.02109814593783174,0.03044893359933285,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
storm_category_z,0.004247989730119353,0.005934154219648145,0.7158542856965436,0.4740813283081804,-0.007382738819097401,0.015878718279336106,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
log_n_posts,-0.02385238024731126,0.010627310138937276,-2.2444419082039215,0.024803982654103537,-0.04468152537216568,-0.0030232351224568424,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,*
hour_sin,0.005075388906787547,0.005710289745235275,0.8888146019249731,0.37410272699167657,-0.006116573335161993,0.016267351148737088,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
hour_cos,0.016523231380598993,0.006250265702063569,2.6436046351027493,0.00820284077810076,0.004272935710748441,0.028773527050449544,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,**
storm_Harvey,-0.023570606428238883,0.018609656340839158,-1.266579349803083,0.2053057401035041,-0.06004486262095108,0.012903649764473314,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
storm_Ian,0.021274938133535218,0.020528272040399115,1.0363725739636869,0.3000283602427942,-0.018959735730487613,0.06150961199755805,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
storm_Ida,0.02092466409892641,0.019823133280075286,1.0555679469682173,0.29116565137732864,-0.017927963190758497,0.05977729138861132,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,
storm_Irma,0.05287812967283798,0.017535224547754063,3.015537641324969,0.002565240963405262,0.018509721098417364,0.0872465382472586,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,**
storm_Milton,0.08392607286111439,0.020773937136683573,4.039969520891342,5.345814814075433e-05,0.043209904256115456,0.12464224146611333,Proximity: RPI_A,mean_rpi_a,399.0,0.1404609608831281,***
