variable,coef,se,z,p_value,ci_lower,ci_upper,model,outcome,n_obs,r2,sig
const,0.3175108650299374,0.0017250161932739175,184.0625417129168,0.0,0.31412989541837216,0.32089183464150267,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
delta_forecast_1_wind_z,0.003562658930871681,0.0017663783086148313,2.016928601022885,0.043702964846176785,0.00010062106291383512,0.007024696798829527,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,*
delta_wind_kt_z,0.0035423881023235026,0.0021945835488877538,1.614150486145235,0.10649478884266174,-0.0007589166145605918,0.007843692819207597,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,
storm_category_z,-0.004883652851140077,0.0010506668585255543,-4.648145900398454,3.3493198337039857e-06,-0.006942922053600004,-0.0028243836486801506,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
hour_sin,0.009517809885980489,0.0013288453346043583,7.162466269119468,7.923836959266182e-13,0.006913320889131869,0.012122298882829109,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
hour_cos,-0.005967996647363813,0.0012211652837749952,-4.887132582835069,1.023151954886561e-06,-0.00836143662273344,-0.0035745566719941877,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
is_submission,0.03096583872169409,0.0051987957700286355,5.956348372100704,2.5793619881389173e-09,0.020776386249458788,0.04115529119392939,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
sub_local_community,-5.331659546101356e-05,0.0029017186285489635,-0.01837414383891353,0.9853403791879832,-0.0057405806006859406,0.005633947409763914,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,
sub_state,0.009955223707010179,0.005050362545431218,1.9711899130917079,0.048702157248475944,5.6695009094959864e-05,0.019853752404925398,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,*
storm_Harvey,-0.030230786610872706,0.008618817107102755,-3.507533137692359,0.00045228201981660103,-0.04712335773013181,-0.013338215491613608,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
storm_Ian,0.002986443816628138,0.0029036791695238335,1.028503371850781,0.30371310555098807,-0.0027046627782977496,0.008677550411554026,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,
storm_Ida,-0.005328802461759547,0.00401545524749798,-1.3270730548123804,0.18448451765611462,-0.013198950128387957,0.0025413452048688627,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,
storm_Irma,0.015153682206363915,0.002422796649072767,6.254624056939904,3.9847460861290433e-10,0.010405088032316965,0.019902276380410866,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,***
storm_Milton,-0.0032053589576793704,0.0024351441866385616,-1.3162912386325683,0.188076310381874,-0.007978153860653035,0.0015674359452942936,Exploratory Proximity (post-level),RPI_composite,105822.0,0.005626945300132524,
